,id,label,srcAddress,srcPort,destAddress,destPort,appProtocol
9803,17d3b00a-6690-4eea-bc98-4dae8aee8d6e,疑似恶意流量,172.16.21.207,49245,10.138.172.76,443,tls
9804,0bdf74db-1a90-404b-a6c7-d504e6e4ff36,疑似恶意流量,172.16.21.207,49282,10.138.172.76,443,tls
9826,2a1a7822-7985-4566-a951-6e23c5b440df,疑似恶意流量,172.16.21.140,49193,10.74.117.1,9001,tls
9888,dceede40-7811-423c-9cca-8a29b8c8373e,疑似恶意流量,172.16.20.81,44702,10.184.68.130,443,tls
9927,18d54cdc-cb73-4946-87cd-eaa00464d0cb,疑似恶意流量,172.16.20.22,49205,10.162.18.67,4443,tls
9928,d42250cf-9487-4faa-91a4-e782f7bf5ce9,疑似恶意流量,172.16.20.22,49194,10.162.18.67,4443,tls
9929,745d766b-7568-4c73-8c4e-106ba540eb34,疑似恶意流量,172.16.20.22,49201,10.162.18.67,4443,tls
9947,253e7021-a689-42a0-ace9-3861562492e0,疑似恶意流量,172.16.20.182,53945,10.114.152.128,443,tls
9948,581feaa9-0ae2-4994-9020-3076ec408bd7,疑似恶意流量,172.16.20.182,53750,10.114.152.128,443,tls
9949,50aaff4b-6027-4b6a-91d1-6c8fd449bec0,疑似恶意流量,172.16.20.182,53633,10.114.152.128,443,tls
9950,04e44be4-94c6-4706-9e13-94ad333003d8,疑似恶意流量,172.16.20.182,53508,10.114.152.128,443,tls
10153,050d3476-918a-468f-854c-a0184d69022e,疑似恶意流量,172.16.19.141,49321,10.41.117.73,443,tls
10154,4951517f-8ff9-4c2a-998e-acbe0b3ba207,疑似恶意流量,172.16.19.141,49311,10.41.117.73,443,tls
10155,4b211917-cd11-4021-873f-e54680d2d2a6,疑似恶意流量,172.16.19.141,49305,10.41.117.73,443,tls
10156,39ebfb3f-0954-47c6-90db-a546a0acdf14,疑似恶意流量,172.16.19.141,49315,10.41.117.73,443,tls
10157,e1443540-b104-4167-a8d8-7d7325e99288,疑似恶意流量,172.16.19.141,49287,10.41.117.73,443,tls
10158,00d8bf6c-7c86-49eb-9e1d-a2ff95ffabf3,疑似恶意流量,172.16.19.141,49297,10.41.117.73,443,tls
10200,27d86ee5-611a-477a-a556-0bf20772bd02,疑似恶意流量,172.16.18.80,49266,10.26.67.162,447,tls
10259,a7073151-fe48-4ca7-8fa7-be9bb2b1f04e,疑似恶意流量,172.16.18.165,49247,10.72.137.30,443,tls
10276,744be737-0288-422c-adea-a457d6bae5f7,疑似恶意流量,172.16.18.124,59115,10.110.104.171,449,tls
10303,7d4cb2eb-3622-4edf-b746-422d06d81f52,疑似恶意流量,172.16.17.87,58582,10.29.73.130,8889,tls
10304,e3248024-0bc3-4159-a79c-c9713e8a5db0,疑似恶意流量,172.16.17.87,57380,10.29.73.130,8889,tls
10305,db0e79b1-3584-4473-aec6-30a1756eb312,疑似恶意流量,172.16.17.87,58149,10.29.73.130,8889,tls
10306,a641aa9c-6313-4f30-94df-7cbba2deef35,疑似恶意流量,172.16.17.82,51975,10.153.69.30,443,tls
10318,6273e3c1-1e09-4d28-9281-2fbb027244bc,疑似恶意流量,172.16.17.60,49162,10.72.50.24,443,tls
10404,78f5ab31-403f-449b-9db0-eb0e528615cd,疑似恶意流量,172.16.17.127,49244,10.164.106.30,9001,tls
10578,dbb3ee2f-2d03-4784-a978-ec28b5260feb,疑似恶意流量,172.16.15.232,50783,10.96.194.120,449,tls
10690,8b390907-cdec-46ef-aaeb-333b22425f5b,疑似恶意流量,172.16.143.20,49182,10.4.17.35,443,tls
10714,563b12b7-b4f4-4b7c-a984-3d8fcc5569aa,疑似恶意流量,172.16.143.149,63217,10.172.124.131,9001,tls
10744,61dd13a0-f85b-44d6-bb73-afc2d5de7d07,疑似恶意流量,172.16.142.7,49213,10.36.6.22,443,tls
10766,d82860d3-ff17-42b5-829f-04e67eb27ecb,疑似恶意流量,172.16.142.243,49209,10.45.202.145,443,tls
10771,1e89c937-b148-4174-a5e2-d095505d489c,疑似恶意流量,172.16.142.230,61495,10.138.192.52,587,tls
10802,a3859c81-be8a-4431-bb7b-b3be06a879d0,疑似恶意流量,172.16.142.180,49183,10.181.150.187,443,tls
10814,0d913d0e-4dfe-4ba3-8093-8ae433bcc263,疑似恶意流量,172.16.142.146,61506,10.44.122.73,465,tls
10878,10a16aa3-e2c1-4273-a7ad-af198c05290f,疑似恶意流量,172.16.141.38,65338,10.153.32.165,443,tls
10922,4ba36d0b-9894-4e80-b913-0979829c188f,疑似恶意流量,172.16.141.127,49250,10.186.106.194,443,tls
10923,9ac00261-17bf-404c-b831-7cc1fc5f2fed,疑似恶意流量,172.16.141.127,49267,10.186.106.194,443,tls
10973,489a8653-2109-4780-8105-4dd405202060,疑似恶意流量,172.16.140.231,55033,10.25.193.13,449,tls
11029,78664b3e-0da8-4139-87f0-adb7d3ef8cf3,疑似恶意流量,172.16.14.98,49177,10.173.82.107,9001,tls
11067,eac8dce2-0ac4-410e-9532-413e6b3b90b5,疑似恶意流量,172.16.14.58,49388,10.154.49.27,443,tls
11068,9490be98-281d-4116-8a2b-a4adcb14d990,疑似恶意流量,172.16.14.58,49222,10.154.49.27,443,tls
11069,1ff64b1b-1a26-4e87-882b-a08ed1031267,疑似恶意流量,172.16.14.58,49474,10.154.49.27,443,tls
11070,832f23a4-c225-40ff-93fd-3f95c721493f,疑似恶意流量,172.16.14.58,49245,10.154.49.27,443,tls
11071,4c44cddb-987f-4d77-956b-8448fe83283f,疑似恶意流量,172.16.14.58,49359,10.154.49.27,443,tls
11072,1faa65a6-26cd-4837-bba3-da4728b58435,疑似恶意流量,172.16.14.58,49299,10.154.49.27,443,tls
11073,ce935d07-34e3-4e7c-a281-9e06ebd0bd46,疑似恶意流量,172.16.14.58,49317,10.154.49.27,443,tls
11074,58f0db9b-e23b-457c-bfde-3b62237ae19b,疑似恶意流量,172.16.14.58,49456,10.154.49.27,443,tls
11075,c2948325-47b3-4c86-bf47-d62aded42313,疑似恶意流量,172.16.14.58,49278,10.154.49.27,443,tls
11076,c4c1eb08-e3d5-44b3-9d8e-2323abc66389,疑似恶意流量,172.16.14.58,49280,10.154.49.27,443,tls
11077,48d3f7f0-18ac-4b7b-9886-558bb0c414bb,疑似恶意流量,172.16.14.58,49340,10.154.49.27,443,tls
11078,ffb0e3ed-e050-43b4-b3ea-9b7fb452875c,疑似恶意流量,172.16.14.58,49335,10.154.49.27,443,tls
11079,1d5fc3ca-e646-4a20-ab41-359aca84d71c,疑似恶意流量,172.16.14.58,49391,10.154.49.27,443,tls
11080,0351d361-ec97-44a8-b8bd-3fd81b0e2d1a,疑似恶意流量,172.16.14.58,49236,10.154.49.27,443,tls
11081,1a6fc123-d983-476f-a7c8-949821defba3,疑似恶意流量,172.16.14.58,49407,10.154.49.27,443,tls
11082,36611982-8c8d-4891-8a4d-b1592f9fac57,疑似恶意流量,172.16.14.58,49352,10.154.49.27,443,tls
11083,92821bde-1f5c-427c-816a-65f8c312acb5,疑似恶意流量,172.16.14.58,49414,10.154.49.27,443,tls
11084,b5fa5ea0-5f49-4af5-a0eb-2a40295d2c97,疑似恶意流量,172.16.14.58,49281,10.154.49.27,443,tls
11085,b5da6b3c-4499-4ea5-a9c4-e703ee8ba3ab,疑似恶意流量,172.16.14.58,49382,10.154.49.27,443,tls
11086,1784ba62-3560-42cc-9ba7-ae30c8347620,疑似恶意流量,172.16.14.58,49326,10.154.49.27,443,tls
11141,541081aa-d152-41da-a8fb-a864f5161ae4,疑似恶意流量,172.16.14.161,59928,10.15.134.56,443,tls
11272,0319154f-b552-4d4f-b32f-677b17c328ee,疑似恶意流量,172.16.139.112,49174,10.181.93.21,443,tls
11282,30c8a4cd-0905-4f0c-818a-82f5ee2a44ce,疑似恶意流量,172.16.139.101,49290,10.91.84.37,443,tls
11283,5e76fd21-286c-4285-aa56-d1b8efc5ec99,疑似恶意流量,172.16.139.101,49289,10.91.84.37,443,tls
11289,cf84c922-c651-47df-96c9-d8b6cab00020,疑似恶意流量,172.16.138.87,49223,10.42.72.194,443,tls
11290,ce89a389-d904-4400-ba0d-a76b0dced98f,疑似恶意流量,172.16.138.87,49221,10.42.72.194,443,tls
11386,11b19da0-c032-4751-9ef1-786a3bc14c65,疑似恶意流量,172.16.138.15,50083,10.190.13.33,449,tls
11387,a4da10e8-d480-4cab-b13a-f028aca7b336,疑似恶意流量,172.16.138.15,50091,10.190.13.33,449,tls
11388,039ff098-295a-4108-bae5-6b4d4136c829,疑似恶意流量,172.16.138.15,50054,10.190.13.33,449,tls
11395,9799e590-1444-4c18-b28d-68b462a421e8,疑似恶意流量,172.16.138.131,49177,10.129.109.110,443,tls
11494,e5452d97-9375-4286-9670-5004ee37cdbf,疑似恶意流量,172.16.137.164,49186,10.54.137.150,9001,tls
11495,6a8f7e7d-1f4b-4c0a-9aed-994c78010dec,疑似恶意流量,172.16.137.164,49184,10.54.137.150,9001,tls
11496,98f60d02-e354-4fae-8671-6c111b485bc1,疑似恶意流量,172.16.137.164,49329,10.54.137.150,9001,tls
11498,9fe72b40-49c2-4191-aa20-bab8c186e199,疑似恶意流量,172.16.137.162,49417,10.98.135.93,443,tls
11499,a242bf0a-868f-4460-80e5-7aac9e24d632,疑似恶意流量,172.16.137.162,49403,10.98.135.93,443,tls
11500,343024c8-7ac0-4e66-a254-986c950a1207,疑似恶意流量,172.16.137.162,49426,10.98.135.93,443,tls
11501,3962aae2-1494-4f23-a826-a403bbfe7069,疑似恶意流量,172.16.137.162,49432,10.98.135.93,443,tls
11502,e1dce021-91f6-495e-b621-c58689956b1e,疑似恶意流量,172.16.137.162,49386,10.98.135.93,443,tls
11503,6101ce99-4b67-4e1b-a7bc-ccd0399508d6,疑似恶意流量,172.16.137.162,49392,10.98.135.93,443,tls
11504,f8ac3436-694b-4efd-8731-684c8394bbdf,疑似恶意流量,172.16.137.162,49418,10.98.135.93,443,tls
11505,a04dade2-b255-4a87-8d36-f59cffe48d62,疑似恶意流量,172.16.137.162,49350,10.98.135.93,443,tls
11506,07b423f4-96c0-4ed1-b177-fc6360066394,疑似恶意流量,172.16.137.162,49408,10.98.135.93,443,tls
11631,cec825f9-8f1f-415b-ad47-6e428cc9e5fb,疑似恶意流量,172.16.136.217,49210,10.180.181.91,443,tls
11641,216c3578-7cfe-48ff-bbd3-cd76e007e69b,疑似恶意流量,172.16.136.178,49224,10.2.149.75,443,tls
11663,11503cd4-1ebc-4e69-a2e7-fd7c480a6568,疑似恶意流量,172.16.136.125,49313,10.17.104.118,449,tls
11664,118bc813-6e7d-4478-96e4-fe606d8c7af3,疑似恶意流量,172.16.136.125,49326,10.17.104.118,449,tls
11665,90a8a283-af82-4bb7-8519-984c05fa14b3,疑似恶意流量,172.16.136.125,49472,10.17.104.118,449,tls
11666,ee74624e-794e-47dc-9243-6b2bec404806,疑似恶意流量,172.16.136.125,49315,10.17.104.118,449,tls
11667,a03b0d98-043a-4942-ab31-59d5a9634fdd,疑似恶意流量,172.16.136.125,49418,10.17.104.118,449,tls
11668,b9fcfa9f-16de-46cc-8096-41c0f6d3e3a6,疑似恶意流量,172.16.136.125,49317,10.17.104.118,449,tls
11669,dd81f328-398b-4ffe-8f5c-8045373db881,疑似恶意流量,172.16.136.125,49588,10.17.104.118,449,tls
11670,a3e0e4a1-dc23-476d-8f99-0c21fc977241,疑似恶意流量,172.16.136.125,49416,10.17.104.118,449,tls
11671,9d099163-0ec4-47d1-ad98-9a5f86222ced,疑似恶意流量,172.16.136.125,49414,10.17.104.118,449,tls
11672,789d150b-a09c-408c-93a1-bc16be4a63ac,疑似恶意流量,172.16.136.125,49431,10.17.104.118,449,tls
11673,4cb73681-0166-48c6-901f-5cfb50b26a8c,疑似恶意流量,172.16.136.125,49363,10.17.104.118,449,tls
11674,822f6bdc-ad2b-4cac-b899-5b6efb0fbf07,疑似恶意流量,172.16.136.125,49489,10.17.104.118,449,tls
11746,1ad44bca-8718-4bc9-9827-5ac7b55fca4d,疑似恶意流量,172.16.135.165,55565,10.74.138.105,9001,tls
11747,b6df3061-58f2-4235-9a8f-b1a7651252ec,疑似恶意流量,172.16.135.165,54845,10.74.138.105,9001,tls
11748,e959236a-4d31-4fde-b1b8-c29e7cf6395f,疑似恶意流量,172.16.135.165,55815,10.74.138.105,9001,tls
11749,e5b82a83-8384-43c9-b3e9-e7bffc72c4b1,疑似恶意流量,172.16.135.165,55638,10.74.138.105,9001,tls
11756,fd379082-f128-4e58-b567-a7d281ab9c07,疑似恶意流量,172.16.135.141,49244,10.119.117.130,443,tls
11757,a80a07a0-df8e-42a9-9485-be40439c8849,疑似恶意流量,172.16.135.141,49231,10.119.117.130,443,tls
11758,0dcaa88f-d3f3-46f4-9a66-0818e79fdd0b,疑似恶意流量,172.16.135.141,49237,10.119.117.130,443,tls
11759,6fbf0da0-7dde-4837-b7ce-59be15c4eae2,疑似恶意流量,172.16.135.141,49242,10.119.117.130,443,tls
11760,6cb6329f-fa6e-4bc4-81be-1a457b9edba4,疑似恶意流量,172.16.135.141,49243,10.119.117.130,443,tls
11842,d9b97204-d7fb-400b-b6a0-87a4ed74bd7a,疑似恶意流量,172.16.134.15,49228,10.142.13.188,443,tls
11843,759b197f-ef3c-4152-b4a4-741f99c0ba44,疑似恶意流量,172.16.134.15,49214,10.142.13.188,443,tls
11844,c8da5bae-6eef-4d07-b59a-58fe1e311988,疑似恶意流量,172.16.134.15,49251,10.142.13.188,443,tls
11859,4290490f-1839-4ea0-b139-e80eb4c2df93,疑似恶意流量,172.16.134.111,49161,10.112.92.94,8043,tls
11913,82951c37-3ffa-4f35-97f4-59bcc6ed403c,疑似恶意流量,172.16.133.213,53541,10.28.178.37,449,tls
11914,5661b021-8721-438f-96bd-35abdee016dd,疑似恶意流量,172.16.133.213,53627,10.28.178.37,449,tls
11915,21979ff1-329b-41a1-b9be-e30fe896e51b,疑似恶意流量,172.16.133.213,53529,10.28.178.37,449,tls
11916,2c578514-1d87-4d32-84d9-752505af3291,疑似恶意流量,172.16.133.213,53576,10.28.178.37,449,tls
11917,a366a18e-22bc-401d-b156-f8d9f8795cbb,疑似恶意流量,172.16.133.213,53543,10.28.178.37,449,tls
11918,b88dc5c8-224a-4180-a715-4edbc1825055,疑似恶意流量,172.16.133.213,53623,10.28.178.37,449,tls
11919,11c1c6ef-c89b-4548-90e0-b44dc86dc814,疑似恶意流量,172.16.133.213,53649,10.28.178.37,449,tls
11920,51c0cda1-afb7-4a82-b76c-76e80998e057,疑似恶意流量,172.16.133.213,53450,10.28.178.37,449,tls
11921,977f7e7f-a5b4-4f39-8cc5-24a7fa9b06a4,疑似恶意流量,172.16.133.213,53467,10.28.178.37,449,tls
11922,6be15527-60b4-45bd-9878-36d57bef6570,疑似恶意流量,172.16.133.213,53614,10.28.178.37,449,tls
11923,b06c043f-6d63-4764-a811-7f972aaf6a54,疑似恶意流量,172.16.133.213,53545,10.28.178.37,449,tls
11924,63a67353-49e6-48c0-ad69-4a43b807a0e0,疑似恶意流量,172.16.133.213,53570,10.28.178.37,449,tls
11925,947abfd1-8edc-4090-8010-9be1f45098e8,疑似恶意流量,172.16.133.213,53525,10.28.178.37,449,tls
11926,073dc92b-355c-4f58-9e91-5698963ab0f2,疑似恶意流量,172.16.133.213,53643,10.28.178.37,449,tls
11927,ea63c39c-d369-45f7-9d83-01858d9e338e,疑似恶意流量,172.16.133.213,53512,10.28.178.37,449,tls
11928,6cf883df-4353-49ed-827b-35c49193c485,疑似恶意流量,172.16.133.213,53578,10.28.178.37,449,tls
11929,fbf3a959-1a8b-4d25-9a31-e2b8cab030e0,疑似恶意流量,172.16.133.213,53647,10.28.178.37,449,tls
11930,669c7200-670c-48e1-a509-2458e1629d96,疑似恶意流量,172.16.133.213,53645,10.28.178.37,449,tls
11931,bf6ea0ad-d63d-4ad1-b86c-12cec37382c1,疑似恶意流量,172.16.133.213,53662,10.28.178.37,449,tls
11932,d2f0b936-a3a7-4053-99f8-5c7b1d0779a5,疑似恶意流量,172.16.133.213,53506,10.28.178.37,449,tls
11933,f412622e-ec79-45c7-b822-0e92cebe8b34,疑似恶意流量,172.16.133.213,53479,10.28.178.37,449,tls
11964,c8616cab-d234-4050-9ac3-2f6e9236dc98,疑似恶意流量,172.16.133.142,49308,10.184.119.150,443,tls
11965,f413d200-725f-4533-8c47-2a355f6c3ca7,疑似恶意流量,172.16.133.142,49362,10.184.119.150,443,tls
11966,c7314b7b-ffea-4720-8a3d-629ecf6722a9,疑似恶意流量,172.16.133.142,49190,10.184.119.150,443,tls
11967,d00ad924-a219-4e90-9117-774f61ae47dc,疑似恶意流量,172.16.133.142,49419,10.184.119.150,443,tls
12015,27337458-818e-4a05-92ca-ad680c5066b2,疑似恶意流量,172.16.132.218,49411,10.75.182.8,443,tls
12282,526097a2-ae2b-41cf-967e-771540f29ce2,疑似恶意流量,172.16.130.213,49230,10.22.178.63,443,tls
12301,fb070a48-f51c-44bf-992c-fc0614fa8415,疑似恶意流量,172.16.130.171,63167,10.47.142.170,9001,tls
12331,a1fefab9-7db3-4e67-a60f-667ac65f76eb,疑似恶意流量,172.16.130.111,49205,10.60.93.18,443,tls
12378,f87c97c0-8013-40be-884e-e020f5153807,疑似恶意流量,172.16.13.214,49453,10.84.179.128,9001,tls
12389,88e62ab6-2cfc-4e79-a84e-018c5a2ffd9d,疑似恶意流量,172.16.13.165,49262,10.179.137.155,443,tls
12409,4a6e1650-a40d-457e-a7af-80dbd99177dc,疑似恶意流量,172.16.13.118,49349,10.61.99.57,443,tls
12410,76b08971-346f-40c0-879c-237721f8fd65,疑似恶意流量,172.16.13.118,49283,10.61.99.57,443,tls
12411,33623943-c3bd-4a3b-a9cd-117ebfb96242,疑似恶意流量,172.16.13.118,49177,10.61.99.57,443,tls
12412,240419e0-c5aa-4dc6-8fd4-9a0a5aa46c6e,疑似恶意流量,172.16.13.118,49392,10.61.99.57,443,tls
12413,6517a917-ea61-4b52-bd5c-44941733dc29,疑似恶意流量,172.16.13.118,49236,10.61.99.57,443,tls
12414,c0079c98-8773-4700-ba44-d3730671adb4,疑似恶意流量,172.16.13.118,49267,10.61.99.57,443,tls
12415,411fb02f-d1fe-4a10-9a7c-608525543cfc,疑似恶意流量,172.16.13.118,49215,10.61.99.57,443,tls
12416,97a11db5-f0b0-43eb-b331-044dda72c923,疑似恶意流量,172.16.13.118,49209,10.61.99.57,443,tls
12417,a836a395-036b-457d-96ab-4ac350859b12,疑似恶意流量,172.16.13.118,49222,10.61.99.57,443,tls
12418,1438d6e2-f27d-4928-af3b-5171f2a9ff84,疑似恶意流量,172.16.13.118,49386,10.61.99.57,443,tls
12419,abdf9995-ec72-43e7-9905-57c7f738138c,疑似恶意流量,172.16.13.118,49270,10.61.99.57,443,tls
12420,55a5c46e-f786-4ab3-92a1-bee042038bda,疑似恶意流量,172.16.13.118,49356,10.61.99.57,443,tls
12421,ead54051-941b-426d-aa59-16804553d62e,疑似恶意流量,172.16.13.118,49198,10.61.99.57,443,tls
12422,d8cd7258-8bbe-4192-9cd7-e858dd940f4b,疑似恶意流量,172.16.13.118,49402,10.61.99.57,443,tls
12423,abe98976-148d-43f7-83ab-026e69e6aa9f,疑似恶意流量,172.16.13.118,49229,10.61.99.57,443,tls
12424,cb2dfc55-8b70-4463-81a2-e77e923438cf,疑似恶意流量,172.16.13.118,49313,10.61.99.57,443,tls
12425,d8ee6658-f6db-4983-ba9e-6091021f4523,疑似恶意流量,172.16.13.118,49264,10.61.99.57,443,tls
12426,e2fefda5-072f-4bc4-9360-1d92912bb723,疑似恶意流量,172.16.13.118,49375,10.61.99.57,443,tls
12427,d8ce80c2-0a31-4991-8fa4-4a63c8f44d91,疑似恶意流量,172.16.13.118,49221,10.61.99.57,443,tls
12428,34d608da-9baa-42bd-a46e-0fad5bab8547,疑似恶意流量,172.16.13.118,49330,10.61.99.57,443,tls
12429,ba886d1a-c460-4afe-aeea-0d3d0a9f02dd,疑似恶意流量,172.16.13.118,49299,10.61.99.57,443,tls
12430,977c0a48-d312-467b-be6b-5be01dde1e24,疑似恶意流量,172.16.13.118,49207,10.61.99.57,443,tls
12431,467cdc44-b757-4239-95e8-c5e67b606253,疑似恶意流量,172.16.13.118,49321,10.61.99.57,443,tls
12432,e4e9c5af-821a-400a-bbad-4d844197cdcc,疑似恶意流量,172.16.13.118,49353,10.61.99.57,443,tls
12433,b078c81f-a17a-473d-b931-8b755f43a4e1,疑似恶意流量,172.16.13.118,49269,10.61.99.57,443,tls
12434,f7cbda96-7d75-44f5-81f5-db07bff18c7b,疑似恶意流量,172.16.13.118,49181,10.61.99.57,443,tls
12442,449387cd-6637-49f7-a84b-99b15010d71e,疑似恶意流量,172.16.129.88,49232,10.23.74.43,443,tls
12443,948c26c6-1721-4a28-937c-bf3cde9c140b,疑似恶意流量,172.16.129.88,49265,10.23.74.43,443,tls
12444,de4f5b3e-662b-40eb-ad5b-7b710975ec13,疑似恶意流量,172.16.129.88,49242,10.23.74.43,443,tls
12445,4122784f-ce09-404b-b574-6a71d8a3dc5b,疑似恶意流量,172.16.129.88,49215,10.23.74.43,443,tls
12446,220f13ae-9efb-44d3-bb7a-308473e5f37e,疑似恶意流量,172.16.129.88,49234,10.23.74.43,443,tls
12447,ff91f365-a71e-4153-a742-ba17057c77b8,疑似恶意流量,172.16.129.88,49244,10.23.74.43,443,tls
12448,52009ac5-659e-4cdf-8169-712adf093f1b,疑似恶意流量,172.16.129.88,49177,10.23.74.43,443,tls
12449,fbacb1a0-3c16-45f7-b6e0-de223fdd3988,疑似恶意流量,172.16.129.88,49283,10.23.74.43,443,tls
12450,c27b0a25-564b-47df-af6a-ec134143cc4f,疑似恶意流量,172.16.129.88,49200,10.23.74.43,443,tls
12451,521e0551-642e-43dd-ba44-e6fe245aa5c9,疑似恶意流量,172.16.129.88,49270,10.23.74.43,443,tls
12452,04cab689-bf74-4f43-9d52-2e4af430189d,疑似恶意流量,172.16.129.88,49248,10.23.74.43,443,tls
12453,ac9e7af2-8e12-484a-83ac-86f6ba1622fa,疑似恶意流量,172.16.129.88,49221,10.23.74.43,443,tls
12454,c4ef6965-5ebf-4b5f-8c09-7004d20c18c4,疑似恶意流量,172.16.129.88,49276,10.23.74.43,443,tls
12455,c9b2c508-571d-4ee0-8747-689eaaf2ef40,疑似恶意流量,172.16.129.88,49207,10.23.74.43,443,tls
12456,5640fc1e-83f3-4bea-aec2-74a69edd9f8b,疑似恶意流量,172.16.129.88,49277,10.23.74.43,443,tls
12457,a3428844-9466-42ce-81e6-9645c3fb5218,疑似恶意流量,172.16.129.88,49220,10.23.74.43,443,tls
12465,54c39e5e-d399-4617-afe2-229463ed5bdf,疑似恶意流量,172.16.129.71,49253,10.100.59.0,449,tls
12466,c89846aa-584d-430a-b3a9-93b13831f72c,疑似恶意流量,172.16.129.71,49470,10.100.59.0,449,tls
12467,cd37c6cc-ff1c-40a1-b533-72254904e9a0,疑似恶意流量,172.16.129.71,49202,10.100.59.0,449,tls
12468,0503154b-0912-49ac-babe-9d38b1d277e9,疑似恶意流量,172.16.129.71,49258,10.100.59.0,449,tls
12469,b5eccd1a-27b7-49d1-b988-6339bd3a5f9e,疑似恶意流量,172.16.129.71,49259,10.100.59.0,449,tls
12473,f3d6c386-de5c-4b8c-a36a-7e9f55567cec,疑似恶意流量,172.16.129.64,49982,10.88.53.125,443,tls
12481,20af8255-4d8e-48bb-ada6-821d14216abc,疑似恶意流量,172.16.129.38,49238,10.72.32.49,443,tls
12482,48627d3b-054d-4b7c-9357-2106e8bfcb3b,疑似恶意流量,172.16.129.38,49252,10.72.32.49,443,tls
12483,dc5c6645-25f5-4d98-a241-02ac8fe2d5b8,疑似恶意流量,172.16.129.38,49254,10.72.32.49,443,tls
12551,60603445-50c7-47ff-b717-e6aa9a220f6b,疑似恶意流量,172.16.129.130,49331,10.193.108.31,443,tls
12552,cc1c4912-6c4b-44b0-8a1c-3bebdba5ac4e,疑似恶意流量,172.16.129.130,49295,10.193.108.31,443,tls
12553,7ca9ffbb-1f6d-44b7-9bbf-9d81b3bf4a5b,疑似恶意流量,172.16.129.130,49289,10.193.108.31,443,tls
12554,5503e4e7-40ba-4756-a6d0-f65addc6a6e8,疑似恶意流量,172.16.129.130,49279,10.193.108.31,443,tls
12555,207c937e-1840-400e-a09f-1c87b7835340,疑似恶意流量,172.16.129.130,49374,10.193.108.31,443,tls
12556,69bbbff0-8237-49ea-834f-58b09eff3c35,疑似恶意流量,172.16.129.130,49252,10.193.108.31,443,tls
12557,57baf579-bf83-4419-a087-23c56bc353f1,疑似恶意流量,172.16.129.130,49312,10.193.108.31,443,tls
12558,e68b7a1b-38b7-4b1a-9931-632e73bf876b,疑似恶意流量,172.16.129.130,49339,10.193.108.31,443,tls
12559,859b5453-2698-48cf-8eac-b04270b5d26a,疑似恶意流量,172.16.129.130,49271,10.193.108.31,443,tls
12560,3a4db03e-d068-4c8b-9c0b-ac4490408252,疑似恶意流量,172.16.129.130,49360,10.193.108.31,443,tls
12561,a64f9722-2b37-4166-897e-f18c260b541e,疑似恶意流量,172.16.129.130,49246,10.193.108.31,443,tls
12562,243fb82b-f649-4dcc-82e2-8df2b7c95abf,疑似恶意流量,172.16.129.130,49423,10.193.108.31,443,tls
12563,6e923431-9dc4-48b9-bf2a-b2a4b8210f05,疑似恶意流量,172.16.129.130,49332,10.193.108.31,443,tls
12564,097e2b57-81b9-4161-a265-dec46bf4887e,疑似恶意流量,172.16.129.130,49296,10.193.108.31,443,tls
12565,376e741e-696b-4b97-ac4e-f015bc5ce5cd,疑似恶意流量,172.16.129.130,49305,10.193.108.31,443,tls
12566,22f09b58-221f-4d8e-a2e5-f022e5ec75c1,疑似恶意流量,172.16.129.130,49319,10.193.108.31,443,tls
12567,490f5dd2-cc0d-4311-8a2d-ff59a89602e7,疑似恶意流量,172.16.129.130,49251,10.193.108.31,443,tls
12568,fa589c9f-b8d8-4330-be0b-d957fb662506,疑似恶意流量,172.16.129.130,49282,10.193.108.31,443,tls
12569,9d74dc12-ffe3-4160-8647-a4e75258abed,疑似恶意流量,172.16.129.130,49311,10.193.108.31,443,tls
12570,93aa1884-5089-442e-9f47-78d48adf44a3,疑似恶意流量,172.16.129.130,49400,10.193.108.31,443,tls
12571,ab6a9618-0b35-4693-8219-c2de455e1bfb,疑似恶意流量,172.16.129.130,49363,10.193.108.31,443,tls
12572,269eabbc-963c-40a7-8389-3ea5f0e45e29,疑似恶意流量,172.16.129.130,49259,10.193.108.31,443,tls
12573,d371ca53-bafc-4750-ac22-84f1166d5485,疑似恶意流量,172.16.129.130,49354,10.193.108.31,443,tls
12574,34826685-6d39-4354-a985-75e0fdb181f0,疑似恶意流量,172.16.129.130,49337,10.193.108.31,443,tls
12575,038459b8-4a2a-442d-8bc1-99a51229fa83,疑似恶意流量,172.16.129.130,49293,10.193.108.31,443,tls
12606,143360f7-a161-4777-b4f4-cdf5beea7b4b,疑似恶意流量,172.16.128.66,49731,10.3.55.72,447,tls
12619,d34e7253-8731-4376-8ee3-b46614afaeb5,疑似恶意流量,172.16.128.34,49166,10.121.29.140,9001,tls
12682,23f9a657-9e01-4e12-9f57-074887383b8a,疑似恶意流量,172.16.128.106,49176,10.191.89.68,443,tls
12683,f05ce1f0-e124-482b-90ed-7f6795499d6a,疑似恶意流量,172.16.128.106,49183,10.191.89.68,443,tls
12684,5e33d7f2-7d6a-4b7a-ac3e-6fa7aa489a55,疑似恶意流量,172.16.128.106,49182,10.191.89.68,443,tls
12697,05140222-2307-46bf-8133-88d76447134f,疑似恶意流量,172.16.127.65,49216,10.83.54.39,443,tls
12698,f5365936-4894-4ffb-9661-edf4020f078e,疑似恶意流量,172.16.127.65,49253,10.83.54.39,443,tls
